moduleCode,title,semesters,moduleCredit,prereqTree
MUA4113,Piano Pedagogy,1,4,
MUA4153,Noon Recital Series 4A,"1,2",0,
MUA4154,Noon Recital Series 4B,"1,2",0,
MUA4161,Advanced Studies on Principal Instrument,"1,2",6,MUA3162:D
MUA4162,Senior Recital - Instrumental Performance Capstone,"1,2",10,MUA4161:D
MUA4172,Internship in Audio Arts and Sciences 1,1,4,
MUA4173,Audio for Media 1,1,2,
MUA4174,Audio for Media 2,2,2,MUA4173:D
MUA4175,AAS Final Project,2,4,
MUA4176,Music Production and Marketing,1,4,
MUA4177,Music Production and Marketing II,2,4,MUA4176:D
MUA4178,MS / MCP Capstone Project,"1,2",10,MUA3178:D
MUA4179,Final Project,"1,2",8,MUA3189:D
MUA4180,Internship in Audio Arts and Science 2,2,4,MUA4172:D
MUA4181,Professional Concepts in Orchestral Repertoire,1,4,MUA3181:D
MUA4190,Applied Voice Major Study 4A,"1,2",4,MUA3190:D
MUA4191,Senior Recital in Voice,"1,2",10,MUA4190:D
MUA4201,Foundational Leadership Skills in an Orchestral Context,"1,2",4,
MUA4202,Intermediate Leadership Skills in an Orchestral Context,"1,2",4,MUA4201:B
MUA4203,Advanced Conducting I,1,4,"{'or': ['MUA3163:D', 'MUA3105:D']}"
MUA4205,Advanced Conducting II,2,4,MUA4203:D
MUA4207,Advanced Leadership Skills in an Orchestral Context,"1,2",4,MUA4202:B+
MUA4208,Professional Leadership Skills in an Orchestral Context,"1,2",4,MUA4207:B+
MUA4209,Chamber Music 4,"1,2",2,MUA4109:D
MUA4210,Chamber Music in Mixed Ensemble 4,"1,2",2,MUA4110:D
MUA4215,Vocal Pedagogy,1,4,
MUA4226,Collaboratory C,"1,2",2,MUA3227:D
MUA4227,Collaboratory D,"1,2",2,MUA4226:D
MUA4240,Collaborative Piano - Piano Ensemble,"1,2",2,MUA3240:D
MUA4241,Collaborative Piano - Vocal Accompaniment,"1,2",2,MUA3241:D
MUA4242,Collaborative Piano - Instrumental Accompaniment,"1,2",2,MUA3242:D
MUA4243,Collaborative Piano - Chamber Music,"1,2",2,MUA3243:D
MUA4309,Chamber Music 5,"1,2",2,MUA4209:D
MUA4310,Chamber Music in Mixed Ensemble 5,"1,2",2,MUA4210:D
MUA4340,Collaborative Piano - Piano Ensemble 4,"1,2",2,MUA4240:D
MUA4341,Collaborative Piano - Vocal Accompaniment 4,"1,2",2,MUA4241:D
MUA4342,Collaborative Piano - Instrumental Accompaniment 4,"1,2",2,MUA4242:D
MUA4343,Collaborative Piano - Chamber Music 4,"1,2",2,MUA4243:D
MUA4409,Chamber Music 6,"1,2",2,MUA4309:D
MUA4410,Chamber Music in Mixed Ensemble 6,"1,2",2,MUA4310:D
MUA4440,Collaborative Piano - Piano Ensemble 5,"1,2",2,MUA4340:D
MUA4441,Collaborative Piano - Vocal Accompaniment 5,"1,2",2,MUA4341:D
MUA4442,Collaborative Piano - Instrumental Accompaniment 5,"1,2",2,MUA4342:D
MUA4443,Collaborative Piano - Chamber Music 5,"1,2",2,MUA4343:D
MUA4540,Collaborative Piano - Piano Ensemble 6,"1,2",2,MUA4440:D
MUA4541,Collaborative Piano  Vocal Accompaniment 6,"1,2",2,MUA4441:D
MUA4542,Collaborative Piano - Instrumental Accompaniment 6,"1,2",2,MUA4442:D
MUA4543,Collaborative Piano - Chamber Music 6,2,2,MUA4443:D
MUA5105,Leadership in Orchestral Conducting,1,4,
MUA5115,Ensemble Study 5A,"1,2",4,
MUA5116,Ensemble Study 5B,"1,2",4,
MUA5121,Professional Practices in Music,"1,2",2,
MUA5123,Collaborative Portfolio,"1,2",4,
MUA5124,Musical Explorations,"1,2",2,
MUA5160,Leadership in Musical Contexts,2,4,
MUA5161,Major Study 5A,"1,2",8,
MUA5162,Major Study 5B,"1,2",8,
MUA5163,Research Practices in Music,1,4,
MUA5264,Musical Engagement in the Community,1,4,
MUA6115,Ensemble Study 6A,"1,2",4,
MUA6116,Ensemble Study 6B,"1,2",4,
MUA6161,Major Study 6A,"1,2",8,
MUA6162,Major Study 6B,"1,2",8,
MUA6178,Graduate Capstone Project in Music Leadership,"1,2",6,
MUH1100,Understanding and Describing Music,1,4,
MUH1101,Critical Approaches to Musical Discovery,"1,2",4,
MUH2202,"What Was, and Is, Popular Music?",1,4,
MUH2204,Music after World War II,1,4,
MUH3203,The Evolution of Music for the Stage,2,4,
MUH3205,Chamber Music: An Interdisciplinary Approach,2,4,
MUH5201,Histories and Cultures of Amateur Music-Making,1,4,
MUH5202,Music in Interconnection,2,4,
MUL2107,French for Musicians 1,1,4,
MUL2108,French for Musicians 2,2,4,"{'or': ['MUL1107:D', 'MUL2107:D']}"
MUL2109,German for Musicians 1,1,4,
MUL2110,German for Musicians 2,2,4,"{'or': ['MUL1109:D', 'MUL2109:D']}"
MUT1101,Musical Concepts and Materials 1,1,4,
MUT1102,Musical Concepts and Materials 2,2,4,
MUT1201,Introduction to Classical Music Composition,"1,2",4,
MUT2101,Musical Concepts and Materials 3,1,4,MUT1102:D
MUT2102,Musical Concepts and Materials 4,2,4,MUT2101:D
MUT3113,Orchestration,2,4,
MUT3201,Modern Music,1,4,
MUT3215,Composition for Non-Majors,1,4,"{'nOf': [3, ['MUT2%:D']]}"
MUT3216,Bach Suites,2,4,"{'nOf': [3, ['MUT2%:D']]}"
MUT3222,Choral Composition,1,4,"{'nOf': [3, ['MUT2%:D']]}"
MUT3223,Early Twentieth-Century Music,2,4,"{'nOf': [3, ['MUT2201:D', 'MUT2202:D', 'MUT2203:D', 'MUT2204:D', 'MUT2205:D']]}"
MUT3224,Teaching Music Online,"1,2",2,
MUT4201,Graduate Theory Preparation,1,4,"{'nOf': [3, ['MUT2%:D']]}"
MUT5201,Practical Approaches to Musical Analysis,2,4,
NEP3001,Impact Experience Project,"1,2",4,
NEP3001A,Impact Experience Project (One Year),"1,2",4,
NEP3001AS,Impact Experience Project (One Year),"1,2",4,
NEX3001,GEx Paris,"1,3,4",4,
NEX3002,GEx Stockholm,1,4,
NEX3002S,GEx Stockholm,1,4,
NEX3003,GEx New York,"3,4",4,
NEX3004,GEx Toronto,"1,3,4",4,
NEX3007,GEx Tokyo,"1,3,4",4,
NEX3007S,GEx Tokyo,1,4,
NEX3008S,GEx Bali/Lombok,"3,4",4,NTW%:D
NEX3009,GEx Beijing,"3,4",4,"{'and': ['NTW%:D', {'or': ['GEA1000N:D', 'ST1131:D', 'DSA1101:D', 'IE1111R:D', 'DSE1101:D', 'BT1101:D']}]}"
NEX3010S,GEx Chicago,4,4,"{'and': ['NTW%:D', {'or': ['GEA1000N:D', 'ST1131:D', 'DSA1101:D', 'IE1111R:D', 'DSE1101:D', 'BT1101:D']}]}"
NEX3011,GEx Sulawesi,"3,4",4,"{'and': ['NTW%:D', {'or': ['GEA1000N:D', 'ST1131:D', 'DSA1101:D', 'IE1111R:D', 'DSE1101:D', 'BT1101:D']}]}"
NEX3012S,GEx Upper Mekong,3,4,"{'and': ['NTW%:D', {'or': ['GEA1000N:D', 'ST1131:D', 'DSA1101:D', 'IE1111R:D', 'DSE1101:D', 'BT1101:D']}]}"
NEX3013,GEx Yogyakarta/Bandung,"3,4",4,"{'and': ['NTW%:D', {'or': ['GEA1000N:D', 'ST1131:D', 'DSA1101:D', 'IE1111R:D', 'DSE1101:D', 'BT1101:D']}]}"
NEX3014,GEx Mekong Delta,"3,4",4,NTW%:D
NG5001,Academic Communication for Graduate Researchers,"1,2",4,
NGN2001A,Global Narratives,"1,2",4,
NGN2001B,Global Narratives,"1,2",4,
NGN2001C,Global Narratives,"1,2",4,
NGN2001D,Global Narratives,"1,2",4,
NGN2001E,Global Narratives,"1,2",4,
NGN2001F,Global Narratives,"1,2",4,
NGN2001G,Global Narratives,"1,2",4,
NGN2001H,Global Narratives,"1,2",4,
NGN2001I,Global Narratives,"1,2",4,
NGN2001J,Global Narratives,"1,2",4,
NGN2001K,Global Narratives,"1,2",4,
NGN2001L,Global Narratives,1,4,
NGT2001A,Global Social Thought,"1,2",4,"{'and': ['NTW%:D', 'NSW%:D']}"
NGT2001B,Global Social Thought,"1,2",4,"{'and': ['NTW%:D', 'NSW%:D']}"
NGT2001C,Global Social Thought,"1,2",4,"{'and': ['NTW%:D', 'NSW%:D']}"
NGT2001D,Global Social Thought,"1,2",4,"{'and': ['NTW%:D', 'NSW%:D']}"
NGT2001E,Global Social Thought,"1,2",4,"{'and': ['NTW%:D', 'NSW%:D']}"
NGT2001F,Global Social Thought,"1,2",4,"{'and': ['NTW%:D', 'NSW%:D']}"
NGT2001G,Global Social Thought,"1,2",4,"{'and': ['NTW%:D', 'NSW%:D']}"
NGT2001H,Global Social Thought,"1,2",4,"{'and': ['NTW%:D', 'NSW%:D']}"
NGT2001I,Global Social Thought,"1,2",4,"{'and': ['NTW%:D', 'NSW%:D']}"
NGT2001J,Global Social Thought,1,4,"{'and': ['NTW%:D', 'NSW%:D']}"
NHS2017,Making Sense of Colonial Ideology and Its Legacies,1,4,NTW%:D
NHS2030,Singapore: The Making Of A Nation,"1,2",4,NTW%:D
NHS2043,Multiculturalism in Singapore and Its Contested Meanings,2,4,NTW%:D
NHS2047,Examining Local Lives,2,4,NTW%:D
NHS2050,Gender and Ecology in Asia,1,4,NTW%:D
NHS2051,Democracy and Inequality,1,4,NTW%:D
NHS2053,The Heterogeneous Indians of Contemporary Singapore,"1,2",4,NTW%:D
NHS2055,"""Curating"" Singapore:  Museums, Heritage and Spaces",2,4,
NHS2056,"Law and the City: Divisions, Aesthetics, Transgressions",1,4,
NHS2057,Social Design and Worldmaking in Singapore,1,4,
NHS2059,Law in the Making  From Protecting to Policing Society,1,4,
NHS2060,Food Production and Society in Southeast Asia,"1,2",4,
NHS2061,Postconflict Cambodia,"1,2",4,
NHS2062,"Agency, Service and Social Change in the Philippines","1,2",4,
NHS2063,Indigeneity and the Politics of Representation in Sabah,"1,2",4,
NHS2064,"Social Norms:  Compliance, Game and Evolution",1,4,NTW%:D
NHS2065,Moral Emotions in Everyday Life,1,4,NTW%:D
NHS2067,Writing Food,2,4,NTW%:D
NHS2068,What is Love?,2,4,NTW%:D
NHS2069,Film and the Mind,2,4,NTW%:D
NHS2071,Beyond belief: religious experience and encounter,2,4,NTW%:D
NHS2072,Caring for Ourselves: Being Well in the World,2,4,
NHS2073,Unseen Risks: Gender and the Everyday,2,4,"{'or': ['NTW%:D', 'NSW%:D']}"
NHS2074,What is Race?,2,4,NTW%:D
NHS2075,"Life at the Bottom: Theory, Policy and Praxis",2,4,
NHS2076,What Can I Know?,2,4,NTW%:D
NHS2077,Interdisciplinary Policy-Making: A Case Study Approach,2,4,NTW%:D
NHS2078,"Death, Memorial, and Mourning",2,4,"{'and': ['NTW%:D', 'NGN%:D']}"
NHS3001,What is Gender?,2,4,NTW%:D
NHS3901,Independent Study Module,"1,2",4,
NHS3902,Independent Study Module,2,4,
NHS3911EC,Independent Study Course,"1,2",4,
NHS3911EL,Independent Study Course,1,4,
NHS3911EN,Independent Study Course,1,4,
NHS3911PS,Independent Study Course,1,4,
NHS3911SC,Independent Study Course,1,4,
NHS4001A,Critical Reflection,"1,2",4,
NHS4001B,Critical Reflection,"1,2",4,
NHS4001C,Critical Reflection,"1,2",4,
NHS4001D,Critical Reflection,2,4,
NHS4002A,Reflection and Reflexivity in Disciplinary Practices,"1,2",4,
NHS4002B,Reflection and Reflexivity in Disciplinary Practices,"1,2",4,
NHS4911EN,Independent Study Course,1,5,
NHS4911PS,Independent Study Course,1,5,
NHS4912EN,Independent Study Course,2,5,
NHS4912PH,Independent Study Course,1,5,
NHT2205,Brevity of Love:  (Short) Storytelling,1,4,NGN2001%:D
NHT2206,Comics as Multimodal Composition and Communications,1,4,"{'or': ['NTW%:D', 'NGN2001%:D']}"
NHT2207,"Documentary filmmaking: reality, perception and truth","1,2",4,
NHT2208,The Power of Storytelling through Photography,1,4,
NHT2209,Theatre-Making Laboratory,2,4,"{'and': ['NGN%:D', 'NTW%:D']}"
NHT2210,Dancing Communities,2,4,
NHT2211,Introduction to Poetry Writing,2,4,"{'and': ['NTW%:D', 'NGN%:D']}"
NM1101E,"Communications, New Media and Society","1,2",4,
NM1101X,"Communications, New Media and Society","2,3",4,
NM2101,Theories of Communications and New Media,"1,2",4,
NM2103,Quantitative Research Methods,"1,2",4,
NM2104,Qualitative Communication Research Methods,"1,2",4,
NM2207,Computational Media Literacy,"1,2",4,
NM2209,Social Psychology of New Media,"1,2",4,
NM2219,Principles of Communication Management,"1,2",4,
NM2220,Introduction to Media Writing,"1,2",4,
NM2223,Media Law and Policy,1,4,
NM3205,Digital Media Cultures,"1,2",4,
NM3211,"News Writing, Editing and Publishing",2,4,NM2220:D
NM3217,Principles of Visual Communication Design,"1,2,4",4,
NM3219,Writing for Communication Management,2,4,"{'or': ['NM2219:D', 'NM2220:D']}"
NM3230,Digital Storytelling,"1,2,4",4,
NM3241,Cultural Studies: Theory and Practice,2,4,
NM3242,Organisational Communication and Leadership,"1,4",4,
NM3243,User Experience Design,"1,2",4,
NM3244,Consulting as a Communication & Career Skill,2,4,
NM3245,Managing Arts and Cultural Events,2,4,
NM3550C,CNM Internship Programme,"1,2",8,
NM3550Y,Communications & New Media Internship,"1,2,4",12,"{'nOf': [6, ['NM%:D']]}"
NM3551,FASS Undergraduate Research Opportunity (UROP),"1,2",4,"{'nOf': [6, ['NM%:D']]}"
NM3551R,FASS Undergraduate Research Opportunity (UROP),1,4,"{'nOf': [6, ['NM%:D']]}"
NM4102,Advanced Communications & New Media Research,1,4,"{'and': [{'nOf': [7, ['NM1%:D', 'NM2%:D', 'NM3%:D', 'NM4%:D']]}, {'or': ['NM2101:D', 'NM2103:D', 'NM2104:D']}]}"
NM4102HM,Advanced Communications & New Media Research,1,5,"{'and': [{'or': ['NM2101:D', 'NM2103:D', 'NM2104:D']}, {'or': [{'nOf': [7, ['NM1%:D', 'NM2%:D', 'NM3%:D', 'NM4%:D']]}, {'nOf': [7, ['GL%']]}, {'nOf': [7, ['NM1%:D', 'NM2%:D', 'NM3%:D', 'NM4%:D']]}]}]}"
NM4206,Media Policy and Regulation,2,4,"{'nOf': [7, ['NM1%:D', 'NM2%:D', 'NM3%:D', 'NM4%:D']]}"
NM4206HM,Media Policy and Regulation,2,5,"{'nOf': [7, ['NM1%:D', 'NM2%:D', 'NM3%:D', 'NM4%:D']]}"
NM4207,Managing Communication Campaigns,"1,2",4,"{'and': [{'nOf': [7, ['NM1%:D', 'NM2%:D', 'NM3%:D', 'NM4%:D']]}, 'NM2219:D']}"
NM4207HM,Managing Communication Campaigns,"1,2",5,"{'and': [{'nOf': [7, ['NM1%:D', 'NM2%:D', 'NM3%:D', 'NM4%:D']]}, 'NM2219:D']}"
NM4208,Strategic Communication Design,"1,2",4,"{'and': [{'nOf': [7, ['NM1%:D', 'NM2%:D', 'NM3%:D', 'NM4%:D']]}, 'NM3217:D']}"
NM4208HM,Strategic Communication Design,"1,2",5,"{'and': [{'nOf': [7, ['NM1%:D', 'NM2%:D', 'NM3%:D', 'NM4%:D']]}, 'NM3217:D']}"
NM4212,"Race, Media, and Representation",2,4,"{'and': ['NM2101:D', {'nOf': [7, ['NM1%:D', 'NM2%:D', 'NM3%:D', 'NM4%:D']]}]}"
NM4212HM,"Race, Media, and Representation",2,5,"{'and': ['NM2101:D', {'nOf': [7, ['NM1%:D', 'NM2%:D', 'NM3%:D', 'NM4%:D']]}]}"
NM4213,Digital Economies,2,4,"{'nOf': [7, ['NM1%:D', 'NM2%:D', 'NM3%:D', 'NM4%:D']]}"
NM4213HM,Digital Economies,2,5,"{'nOf': [7, ['NM1%:D', 'NM2%:D', 'NM3%:D', 'NM4%:D']]}"
NM4228,Risk and Crisis Communication,1,4,"{'and': [{'nOf': [7, ['NM1%:D', 'NM2%:D', 'NM3%:D', 'NM4%:D']]}, 'NM2219:D']}"
NM4228HM,Crisis Communication,1,5,"{'and': ['NM2219:D', {'nOf': [7, ['NM1%:D', 'NM2%:D', 'NM3%:D', 'NM4%:D']]}]}"
NM4230,Communications for Social Change,"1,2",4,"{'nOf': [7, ['NM%:D']]}"
NM4230HM,Communications for Social Change,"1,2",5,"{'nOf': [7, ['NM%:D']]}"
NM4231,Digital Media Storytelling Strategies,"1,2",4,"{'and': [{'nOf': [7, ['NM1%:D', 'NM2%:D', 'NM3%:D', 'NM4%:D']]}, 'NM3230:D']}"
NM4231HM,Digital Media Storytelling Strategies,"1,2",5,"{'and': [{'nOf': [7, ['NM1%:D', 'NM2%:D', 'NM3%:D', 'NM4%:D']]}, 'NM3230:D']}"
NM4238,Software Studies,2,4,"{'nOf': [7, ['NM1%:D', 'NM2%:D', 'NM3%:D', 'NM4%:D']]}"
NM4238HM,Software Studies,2,5,"{'nOf': [7, ['NM1%:D', 'NM2%:D', 'NM3%:D', 'NM4%:D']]}"
NM4242,Critical Perspectives on Technology,2,4,"{'nOf': [7, ['NM1%:D', 'NM2%:D', 'NM3%:D', 'NM4%:D']]}"
NM4242HM,Critical Perspectives on Technology,2,5,"{'nOf': [7, ['NM1%:D', 'NM2%:D', 'NM3%:D', 'NM4%:D']]}"
NM4244,Sex in the Media,"1,2",4,"{'and': [{'nOf': [7, ['NM1%:D', 'NM2%:D', 'NM3%:D', 'NM4%:D']]}, {'or': ['NM2101:D', 'NM2103:D', 'NM2104:D']}]}"
NM4244HM,Sex in the Media,"1,2",5,"{'and': [{'nOf': [7, ['NM1%:D', 'NM2%:D', 'NM3%:D', 'NM4%:D']]}, {'or': ['NM2101:D', 'NM2103:D', 'NM2104:D']}]}"
NM4245,Political Communication,"1,2",4,"{'nOf': [7, ['NM1%:D', 'NM2%:D', 'NM3%:D', 'NM4%:D']]}"
NM4245HM,Political Communication,"1,2",5,"{'nOf': [7, ['NM1%:D', 'NM2%:D', 'NM3%:D', 'NM4%:D']]}"
NM4247,Creative Writing in the Marketplace,"1,2",4,"{'nOf': [7, ['NM1%:D', 'NM2%:D', 'NM3%:D', 'NM4%:D']]}"
NM4247HM,Creative Writing in the Marketplace,"1,2",5,"{'nOf': [7, ['NM1%:D', 'NM2%:D', 'NM3%:D', 'NM4%:D']]}"
NM4249,Media & Audiences,1,4,"{'nOf': [7, ['NM1%:D', 'NM2%:D', 'NM3%:D', 'NM4%:D']]}"
NM4249HM,Media & Audiences,1,5,"{'nOf': [7, ['NM1%:D', 'NM2%:D', 'NM3%:D', 'NM4%:D']]}"
NM4250,Data Journalism and Analysis,1,4,"{'and': [{'nOf': [7, ['NM1%:D', 'NM2%:D', 'NM3%:D', 'NM4%:D']]}, 'NM2220:D']}"
NM4250HM,Data Journalism and Analysis,1,5,"{'and': [{'nOf': [7, ['NM1%:D', 'NM2%:D', 'NM3%:D', 'NM4%:D']]}, 'NM2220:D']}"
NM4253,"Communications, Culture, and Environment",1,4,"{'nOf': [7, ['NM%:D']]}"
NM4253HM,"Communications, Culture, and Environment",1,5,"{'nOf': [7, ['NM%:D']]}"
NM4254,The City and Public Culture,"1,2",4,"{'nOf': [7, ['NM1%:D', 'NM2%:D', 'NM3%:D', 'NM4%:D']]}"
NM4254HM,The City and Public Culture,"1,2",5,"{'nOf': [7, ['NM1%:D', 'NM2%:D', 'NM3%:D', 'NM4%:D']]}"
NM4255,Social Media and Computational Communication,"1,2",4,"{'nOf': [7, ['NM1%:D', 'NM2%:D', 'NM3%:D', 'NM4%:D']]}"
NM4255HM,Social Media and Computational Communication,"1,2",5,"{'nOf': [7, ['NM1%:D', 'NM2%:D', 'NM3%:D', 'NM4%:D']]}"
NM4256,Communication and Digital Collaborations,1,4,"{'nOf': [7, ['NM1%:D', 'NM2%:D', 'NM3%:D', 'NM4%:D']]}"
NM4256HM,Communication and Digital Collaborations,1,5,"{'nOf': [7, ['NM1%:D', 'NM2%:D', 'NM3%:D', 'NM4%:D']]}"
NM4257,Multiplatform Advertising Strategies,"1,2",4,"{'nOf': [7, ['NM1%:D', 'NM2%:D', 'NM3%:D', 'NM4%:D']]}"
NM4257HM,Multiplatform Advertising Strategies,"1,2",5,"{'nOf': [7, ['NM1%:D', 'NM2%:D', 'NM3%:D', 'NM4%:D']]}"
NM4258,Health Communication,"1,2",4,"{'nOf': [7, ['NM1%:D', 'NM2%:D', 'NM3%:D', 'NM4%:D']]}"
NM4258HM,Health Communication,"1,2",5,"{'nOf': [7, ['NM1%:D', 'NM2%:D', 'NM3%:D', 'NM4%:D']]}"
NM4259,Mobile Interaction Design,1,4,"{'nOf': [7, ['NM1%:D', 'NM2%:D', 'NM3%:D', 'NM4%:D']]}"
NM4259HM,Mobile Interaction Design,1,5,"{'nOf': [7, ['NM1%:D', 'NM2%:D', 'NM3%:D', 'NM4%:D']]}"
NM4260,Game Design,"1,2",4,"{'nOf': [7, ['NM1%:D', 'NM2%:D', 'NM3%:D', 'NM4%:D']]}"
NM4260HM,Game Design,"1,2",5,"{'nOf': [7, ['NM1%:D', 'NM2%:D', 'NM3%:D', 'NM4%:D']]}"
NM4401,Honours Thesis,"1,2",8,"{'nOf': [10, ['NM%:D']]}"
NM4401HM,Honours Thesis,"1,2",15,"{'nOf': [11, ['NM1%:D', 'NM2%:D', 'NM3%:D', 'NM4%:D']]}"
NM4660,Independent Study,"1,2",4,"{'nOf': [10, ['NM%:D']]}"
NM4660HM,Independent Study,"1,2",5,"{'nOf': [11, ['NM%:D']]}"
NM4880H,(Special Topics): Entertainment for social good,"1,2",4,"{'nOf': [7, ['NM1%:D', 'NM2%:D', 'NM3%:D', 'NM4%:D']]}"
NM4880HHM,(Special Topics): Entertainment for social good,"1,2",5,"{'nOf': [7, ['NM1%:D', 'NM2%:D', 'NM3%:D', 'NM4%:D']]}"
NM5218,Cultural Policy,1,4,
NM5218R,Cultural Policy,1,5,
NM5219,Critical Design,2,4,
NM5219R,Critical Design,2,5,
NM5660,Independent Study,"1,2",4,
NM6101,Advanced Theories in Cnm,1,4,
NM6103,Quantitative Research Methods in Communications and New Media,1,4,
NM6104,Qualitative Research Methods in Communications and New Media,2,4,
NM6660,Independent Study,"1,2",4,
NM6770,Graduate Research Seminar,2,4,
NM6880,Topics in CNM,1,4,
NMC5301,Strategic and Global Communication,"1,2",4,
NMC5302,Digital Communications and Analytics,"1,2",4,
NMC5304,Mentorship,"3,4",8,
NMC5305,Internship,"3,4",8,
NMC5306,Communications and Leadership,"1,2",4,
NMC5307,Final Year Project in Communication,"1,2",4,"{'nOf': [5, ['NMC%:D']]}"
NMC5322,Interactive Media Marketing Practices,1,4,
NMC5323,Crisis Communications and Leadership,2,4,
NMC5324,Uses of Communication Research,1,4,
NMC5325,Managing Organisational Reputation,2,4,
NMC5341,Visualising Data,2,4,
NMC5342,Introduction to Applied Social Media Analytics,1,4,
NMC5343,Introduction to Audience Analytics,2,4,
NMC5344,Coding for Communicators,1,4,
NMC5362,Media in Asia,2,4,
NMC5364,"Digital Journalism, Law, and Society",1,4,
NMC5367,The Global Audience,1,4,
NMC5368,"Media, Policy, and Markets",2,4,
NPS2001A,Matrix Unplugged:Using Computer for Real-World Problems,"1,2",4,"{'or': ['GEA1000N:D', 'ST1131:D', 'DSA1101:D', 'IE1111R:D', 'DSE1101:D', 'BT1101:D']}"
NPS2001B,Matrix Unplugged:Using Computer for Real-World Problems,"1,2",4,"{'or': ['GEA1000N:D', 'ST1131:D', 'DSA1101:D', 'IE1111R:D', 'DSE1101:D', 'BT1101:D']}"
NPS2001C,Matrix Unplugged:Using Computer for Real-World Problems,"1,2",4,"{'or': ['GEA1000N:D', 'ST1131:D', 'DSA1101:D', 'IE1111R:D', 'DSE1101:D', 'BT1101:D']}"
NPS2001D,Matrix Unplugged:Using Computer for Real-World Problems,2,4,"{'or': ['GEA1000N:D', 'ST1131:D', 'DSA1101:D', 'IE1111R:D', 'DSE1101:D', 'BT1101:D']}"
NPS2001E,Matrix Unplugged:Using Computer for Real-World Problems,2,4,"{'or': ['GEA1000N:D', 'ST1131:D', 'DSA1101:D', 'IE1111R:D', 'DSE1101:D', 'BT1101:D']}"
NRM3301R,NUSC Undergraduate Research Opportunity (UROP),"1,2",4,
NRM3302R,NUSC Undergraduate Research Opportunity (S&T UROP),2,4,
NSS2001A,Science and Society,"1,2",4,"{'or': ['GEA1000N:D', 'ST1131:D', 'DSA1101:D', 'IE1111R:D', 'DSE1101:D', 'BT1101:D']}"
NSS2001B,Science and Society,"1,2",4,"{'or': ['GEA1000N:D', 'ST1131:D', 'DSA1101:D', 'IE1111R:D', 'DSE1101:D', 'BT1101:D']}"
NSS2001C,Science and Society,"1,2",4,"{'or': ['GEA1000N:D', 'ST1131:D', 'DSA1101:D', 'IE1111R:D', 'DSE1101:D', 'BT1101:D']}"
NSS2001D,Science and Society,"1,2",4,"{'or': ['GEA1000N:D', 'ST1131:D', 'DSA1101:D', 'IE1111R:D', 'DSE1101:D', 'BT1101:D']}"
NSS2001E,Science and Society,"1,2",4,"{'or': ['GEA1000N:D', 'ST1131:D', 'DSA1101:D', 'IE1111R:D', 'DSE1101:D', 'BT1101:D']}"
NSS2001F,Science and Society,"1,2",4,"{'or': ['GEA1000N:D', 'ST1131:D', 'DSA1101:D', 'IE1111R:D', 'DSE1101:D', 'BT1101:D']}"
NSS2001G,Science and Society,"1,2",4,"{'or': ['GEA1000N:D', 'ST1131:D', 'DSA1101:D', 'IE1111R:D', 'DSE1101:D', 'BT1101:D']}"
NSS2001H,Science and Society,"1,2",4,"{'or': ['GEA1000N:D', 'ST1131:D', 'DSA1101:D', 'IE1111R:D', 'DSE1101:D', 'BT1101:D']}"
NSS2001I,Science and Society,"1,2",4,"{'or': ['GEA1000N:D', 'ST1131:D', 'DSA1101:D', 'IE1111R:D', 'DSE1101:D', 'BT1101:D']}"
NSS2001J,Science and Society,2,4,"{'or': ['GEA1000N:D', 'ST1131:D', 'DSA1101:D', 'IE1111R:D', 'DSE1101:D', 'BT1101:D']}"
NST2001,The Biomolecular Revolution,1,4,"{'or': ['GEA1000N:D', 'ST1131:D', 'DSA1101:D', 'IE1111R:D', 'DSE1101:D', 'BT1101:D']}"
NST2002,Evolution,2,4,"{'or': ['GEA1000N:D', 'ST1131:D', 'DSA1101:D', 'IE1111R:D', 'DSE1101:D', 'BT1101:D']}"
NST2005,"The Doors of Perception: Biology, Technology & Culture",2,4,"{'or': ['GEA1000N:D', 'ST1131:D', 'DSA1101:D', 'IE1111R:D', 'DSE1101:D', 'BT1101:D']}"
NST2006,The Biology and Phenomenology of Pain,2,4,"{'or': ['GEA1000N:D', 'ST1131:D', 'DSA1101:D', 'IE1111R:D', 'DSE1101:D', 'BT1101:D']}"
NST2007,Biodiversity and Natural History in Singapore,2,4,"{'or': ['GEA1000N:D', 'ST1131:D', 'DSA1101:D', 'IE1111R:D', 'DSE1101:D', 'BT1101:D']}"
NST2008,Invertebrate Innovations,2,4,"{'or': ['GEA1000N:D', 'ST1131:D', 'DSA1101:D', 'IE1111R:D', 'DSE1101:D', 'BT1101:D']}"
